a1,a2,a3,g1,g2,g3,LABEL
5420,-15172,-4428,-493,-295,32,HEALTHY
5504,-15036,-4488,-342,-279,1,HEALTHY
5548,-14768,-4444,-254,-298,55,HEALTHY
5604,-14860,-4520,-273,-402,124,HEALTHY
5620,-14948,-4724,-74,-521,21,HEALTHY
5724,-14912,-4524,176,-672,-164,HEALTHY
5752,-14808,-4480,308,-812,-277,HEALTHY
5752,-15020,-4168,202,-801,-270,HEALTHY
5680,-15144,-3800,133,-735,-145,HEALTHY
5740,-15188,-3688,-131,-713,-39,HEALTHY
5756,-15256,-3860,-348,-533,40,HEALTHY
5928,-15152,-3952,-390,-338,94,HEALTHY
6004,-15144,-4028,-376,-274,65,HEALTHY
6008,-15364,-4168,-186,-359,-21,HEALTHY
6364,-14828,-4012,-205,-337,30,HEALTHY
6292,-15060,-4128,-512,-145,260,HEALTHY
5944,-15048,-4196,-638,-157,195,HEALTHY
5840,-15064,-4044,-557,-172,180,HEALTHY
5688,-15056,-3996,-498,-284,188,HEALTHY
5652,-15064,-4140,-294,-469,104,HEALTHY
5744,-15132,-4116,-357,-614,94,HEALTHY
5888,-15008,-4056,-597,-494,187,HEALTHY
5868,-15152,-4320,-727,-337,281,HEALTHY
5916,-14956,-4308,-513,-342,318,HEALTHY
5852,-14868,-4204,-318,-509,348,HEALTHY
5912,-14964,-3920,-253,-749,314,HEALTHY
6120,-14972,-4276,-409,-725,334,HEALTHY
5888,-14972,-4128,-313,-566,449,HEALTHY
5712,-15028,-4124,-155,-746,489,HEALTHY
5812,-15108,-3852,-400,-976,413,HEALTHY
5912,-15320,-4072,-620,-808,336,HEALTHY
5808,-15360,-4120,-599,-555,284,HEALTHY
5716,-15080,-4016,-595,-532,214,HEALTHY
5740,-15216,-4248,-968,-501,224,HEALTHY
5680,-15236,-4260,-519,-432,103,HEALTHY
5760,-14960,-4472,-582,-82,314,HEALTHY
5336,-15312,-4404,-399,-191,150,HEALTHY
5740,-14568,-4400,-543,-286,193,HEALTHY
5600,-14844,-4656,-516,-423,459,HEALTHY
5616,-15124,-4512,-422,-536,404,HEALTHY
5608,-15152,-4172,-256,-692,397,HEALTHY
5640,-14920,-4184,-201,-962,304,HEALTHY
5744,-15200,-4456,-376,-731,164,HEALTHY
5692,-15192,-4144,-286,-481,261,HEALTHY
5612,-15204,-4104,-177,-529,414,HEALTHY
5620,-15180,-4284,-413,-479,305,HEALTHY
5748,-14944,-4432,-582,-293,381,HEALTHY
5488,-15028,-4460,-509,-147,412,HEALTHY
5568,-15060,-4488,-296,-402,335,HEALTHY
5628,-15072,-4304,-242,-664,325,HEALTHY
5684,-15208,-4444,-327,-486,262,HEALTHY
5564,-15140,-4736,-228,-479,25,HEALTHY
5524,-14976,-4400,-228,-509,93,HEALTHY
5488,-15020,-4676,-303,-428,31,HEALTHY
5568,-15048,-4736,-239,-306,31,HEALTHY
5656,-15048,-4368,-199,-128,65,HEALTHY
5724,-15008,-4484,-200,-185,132,HEALTHY
5724,-14928,-4552,-266,-242,209,HEALTHY
5708,-15068,-4356,-264,-330,290,HEALTHY
5728,-14992,-4232,-81,-508,262,HEALTHY
5936,-15088,-4008,-94,-740,69,HEALTHY
5924,-15184,-4184,-109,-537,43,HEALTHY
5860,-15112,-4328,-267,-282,112,HEALTHY
5764,-14968,-4228,-498,-104,281,HEALTHY
5540,-15108,-4324,-506,20,399,HEALTHY
5436,-15092,-4608,-441,-85,371,HEALTHY
5588,-15000,-4540,-287,-314,254,HEALTHY
5508,-14964,-4520,-247,-399,152,HEALTHY
5724,-15120,-4228,-307,-522,138,HEALTHY
5556,-15116,-4336,-317,-465,171,HEALTHY
5544,-15092,-4312,-404,-328,151,HEALTHY
5456,-15092,-4516,-284,-218,145,HEALTHY
5536,-15028,-4404,-168,-201,118,HEALTHY
5632,-15040,-4096,-276,-208,177,HEALTHY
5760,-15076,-4312,-329,-269,121,HEALTHY
5920,-15072,-4396,-314,-212,37,HEALTHY
5644,-14968,-4040,-153,-259,46,HEALTHY
5668,-14820,-4236,-292,-371,60,HEALTHY
5908,-14884,-4492,-378,-328,175,HEALTHY
5680,-15080,-4328,-266,-194,251,HEALTHY
5648,-15096,-4340,-378,-201,270,HEALTHY
5616,-15128,-4396,-383,-138,300,HEALTHY
5604,-15140,-4328,-434,-180,296,HEALTHY
5592,-15248,-4284,-340,-317,155,HEALTHY
5664,-14964,-4452,-226,-346,137,HEALTHY
5636,-14964,-4364,-363,-279,203,HEALTHY
5640,-15108,-4320,-394,-362,248,HEALTHY
5844,-15100,-4472,-333,-297,222,HEALTHY
5708,-15048,-4268,-315,-149,193,HEALTHY
5572,-15188,-4360,-398,-163,236,HEALTHY
5652,-15124,-4372,-358,-61,302,HEALTHY
5528,-15092,-4140,-395,-74,367,HEALTHY
5624,-15056,-4392,-345,-237,258,HEALTHY
5768,-15052,-4396,-248,-324,243,HEALTHY
5788,-15044,-4472,-293,-245,247,HEALTHY
5704,-15096,-4308,-170,-186,253,HEALTHY
5772,-14968,-4472,-248,-234,316,HEALTHY
5800,-15068,-4364,-270,-220,265,HEALTHY
5644,-15052,-4504,-251,-90,245,HEALTHY
5656,-14964,-4512,-153,53,212,HEALTHY
5540,-14984,-4368,-137,-47,268,HEALTHY
5488,-15064,-4340,-67,-198,170,HEALTHY
5628,-15180,-4384,-106,-372,103,HEALTHY
5516,-15384,-4420,-86,-332,-15,HEALTHY
5548,-15072,-4224,39,-85,-44,HEALTHY
5640,-15160,-4100,17,88,44,HEALTHY
5704,-15000,-4252,-166,174,214,HEALTHY
5716,-15036,-3904,-266,181,357,HEALTHY
5700,-15188,-3944,-374,123,366,HEALTHY
5756,-15184,-4156,-119,-61,102,HEALTHY
5712,-15132,-4228,-112,-160,16,HEALTHY
5712,-15124,-4212,-110,-97,-48,HEALTHY
5640,-15000,-4052,-114,-82,16,HEALTHY
5588,-15076,-4048,-204,-115,93,HEALTHY
5552,-15156,-4088,-243,-192,133,HEALTHY
5660,-15164,-4244,-167,-155,64,HEALTHY
5740,-15096,-4116,-178,-107,14,HEALTHY
5804,-15036,-4052,-267,-107,22,HEALTHY
5908,-15156,-4140,-289,-219,-18,HEALTHY
5912,-14880,-4176,-268,-168,7,HEALTHY
5852,-14760,-4256,-263,-146,83,HEALTHY
5664,-15148,-4208,-191,-207,13,HEALTHY
5784,-15016,-4168,-123,-156,59,HEALTHY
5760,-15048,-4100,-124,-52,125,HEALTHY
5604,-15204,-3904,-226,-95,131,HEALTHY
5608,-15196,-4036,-353,-174,181,HEALTHY
5660,-15248,-4272,-306,-147,129,HEALTHY
5712,-15112,-4152,-114,-211,97,HEALTHY
5736,-15000,-4268,-148,-216,21,HEALTHY
5608,-15072,-4448,-178,-244,-61,HEALTHY
5544,-15124,-4148,-147,-288,-194,HEALTHY
5684,-15108,-4360,55,-231,-278,HEALTHY
5556,-15132,-4172,43,-122,-352,HEALTHY
5496,-15108,-4308,189,-5,-368,HEALTHY
5272,-15268,-4412,306,-6,-423,HEALTHY
5352,-15164,-4384,353,-200,-646,HEALTHY
5084,-14976,-4452,454,-304,-863,HEALTHY
5160,-15040,-4472,729,-454,-1144,HEALTHY
4780,-14640,-4928,1065,-354,-1237,HEALTHY
5436,-14760,-4408,1525,-574,-1122,HEALTHY
6184,-14692,-4608,1064,-334,-539,HEALTHY
6024,-15048,-3884,1054,-205,-496,HEALTHY
6548,-15296,-3724,1187,-363,-817,HEALTHY
6880,-15060,-3224,840,-427,-1086,HEALTHY
7220,-15036,-2900,499,-235,-713,HEALTHY
7168,-14772,-2836,426,-441,-600,HEALTHY
7376,-14684,-2736,120,-602,-328,HEALTHY
7588,-14768,-3164,206,-571,-263,HEALTHY
7716,-14552,-2952,140,-302,-94,HEALTHY
7516,-14880,-2764,-68,-47,294,HEALTHY
7188,-14964,-3000,-340,108,507,HEALTHY
6588,-15216,-3124,-430,161,638,HEALTHY
6304,-15216,-3548,-501,81,562,HEALTHY
6016,-15264,-3496,-629,8,519,HEALTHY
5772,-15396,-3432,-698,4,402,HEALTHY
5588,-15276,-3516,-756,-1,399,HEALTHY
5828,-15196,-3392,-945,-134,431,HEALTHY
5948,-15408,-3444,-890,-314,430,HEALTHY
6100,-15060,-3376,-881,-303,499,HEALTHY
6196,-14944,-3376,-1025,-185,582,HEALTHY
6344,-15004,-3548,-1030,-217,628,HEALTHY
6340,-14872,-3572,-975,-230,670,HEALTHY
6540,-14904,-3332,-1021,-133,869,HEALTHY
6344,-14980,-3296,-1060,-112,1116,HEALTHY
6592,-14716,-3200,-1316,-393,1272,HEALTHY
6608,-15096,-3420,-1454,-525,1286,HEALTHY
6924,-14808,-3076,-1701,-460,1363,HEALTHY
6476,-15408,-3572,-1751,-188,1601,HEALTHY
6384,-15252,-3636,-1483,-138,1316,HEALTHY
6220,-14928,-3816,-1396,-287,1253,HEALTHY
6024,-15036,-3992,-1273,-510,1073,HEALTHY
5880,-15064,-4204,-1266,-562,1068,HEALTHY
5464,-14976,-4356,-1417,-585,1108,HEALTHY
5148,-15056,-4432,-1374,-586,1089,HEALTHY
5048,-15168,-4512,-1225,-616,984,HEALTHY
4932,-15044,-4784,-907,-848,805,HEALTHY
5228,-15160,-4720,-819,-940,558,HEALTHY
5224,-15040,-4848,-585,-968,486,HEALTHY
5508,-14868,-4624,-603,-849,433,HEALTHY
5632,-15004,-4384,-619,-631,594,HEALTHY
5632,-15028,-4368,-539,-556,635,HEALTHY
5884,-14904,-4668,-526,-505,663,HEALTHY
5612,-14916,-4440,-471,-504,665,HEALTHY
5596,-14972,-4464,-363,-609,529,HEALTHY
5816,-15096,-4244,-197,-578,374,HEALTHY
5800,-15252,-4128,-293,-440,347,HEALTHY
5872,-15316,-3992,-317,-210,293,HEALTHY
5684,-15196,-4148,-459,-16,310,HEALTHY
5616,-15196,-4168,-503,100,330,HEALTHY
5492,-14984,-4252,-460,158,308,HEALTHY
5260,-15092,-4324,-383,52,364,HEALTHY
5496,-15052,-4380,-366,-76,318,HEALTHY
5632,-15004,-4428,-414,-28,454,HEALTHY
5548,-15080,-4268,-474,-56,474,HEALTHY
5420,-15164,-4336,-423,-198,366,HEALTHY
5472,-15092,-4260,-300,-264,194,HEALTHY
5516,-15180,-4508,-206,-319,106,HEALTHY
5612,-15056,-4292,-245,-367,154,HEALTHY
5572,-15136,-4160,-271,-384,203,HEALTHY
5628,-15120,-4188,-397,-273,270,HEALTHY
5700,-15108,-4308,-374,-172,312,HEALTHY
5516,-15024,-4288,-284,-156,290,HEALTHY
5528,-15020,-4300,-282,-268,274,HEALTHY
5804,-15064,-4280,-229,-335,182,HEALTHY
5736,-14932,-4136,-230,-258,227,HEALTHY
5660,-15268,-4064,-427,-213,247,HEALTHY
5484,-15244,-4216,-494,-153,225,HEALTHY
5368,-15276,-4140,-503,-87,287,HEALTHY
5476,-15244,-4216,-476,-53,251,HEALTHY
5528,-15160,-4288,-471,-102,208,HEALTHY
5636,-15172,-4196,-483,-101,190,HEALTHY
5840,-15156,-4196,-574,-25,151,HEALTHY
5568,-15208,-4096,-567,-63,251,HEALTHY
5532,-15000,-4356,-641,-116,202,HEALTHY
5636,-15152,-4572,-710,-144,334,HEALTHY
5344,-15120,-4568,-400,-126,293,HEALTHY
5456,-15016,-4256,-274,-327,119,HEALTHY
5564,-14944,-4552,-424,-304,190,HEALTHY
5500,-15144,-4492,-412,-148,165,HEALTHY
5600,-15100,-4572,-294,-88,186,HEALTHY
5524,-15100,-4320,-345,-83,206,HEALTHY
5488,-15012,-4288,-384,-177,230,HEALTHY
5592,-15144,-4456,-377,-191,238,HEALTHY
5540,-14948,-4372,-341,-203,239,HEALTHY
5536,-15088,-4368,-297,-189,195,HEALTHY
5620,-15076,-4260,-243,-136,110,HEALTHY
5692,-14948,-4344,-300,-59,161,HEALTHY
5664,-14992,-4328,-231,113,336,HEALTHY
5536,-14984,-4240,-308,137,333,HEALTHY
5580,-15080,-4140,-255,-202,307,HEALTHY
5780,-15144,-4280,-327,-382,252,HEALTHY
5712,-15260,-4216,-244,-438,143,HEALTHY
5840,-15212,-4252,-198,-327,97,HEALTHY
5840,-15144,-4084,-357,-216,167,HEALTHY
5760,-15124,-4252,-417,-114,262,HEALTHY
5772,-14956,-4172,-416,-78,386,HEALTHY
5648,-15132,-4204,-440,-128,355,HEALTHY
5708,-15168,-4076,-444,-216,285,HEALTHY
5572,-15140,-4144,-385,-310,215,HEALTHY
5448,-15160,-4192,-414,-274,223,HEALTHY
5472,-15116,-4320,-401,-291,304,HEALTHY
5476,-15116,-4320,-396,-387,360,HEALTHY
5500,-15064,-4544,-425,-437,419,HEALTHY
5424,-14996,-4520,-426,-519,385,HEALTHY
5452,-15124,-4428,-356,-541,359,HEALTHY
5580,-15136,-4436,-269,-524,375,HEALTHY
5588,-15148,-4372,-231,-492,262,HEALTHY
5644,-14908,-4368,-438,-503,294,HEALTHY
5576,-15100,-4432,-445,-440,238,HEALTHY
5632,-15084,-4384,-376,-302,186,HEALTHY
5520,-15088,-4300,-448,-157,233,HEALTHY
5372,-15296,-4308,-537,-132,282,HEALTHY
5348,-15288,-4144,-634,-176,283,HEALTHY
5420,-15204,-4276,-572,-169,61,HEALTHY
5484,-15180,-4568,-470,-56,2,HEALTHY
5372,-14992,-4588,-319,-6,24,HEALTHY
5416,-14848,-4320,-250,-48,167,HEALTHY
5492,-15028,-4296,-270,-245,235,HEALTHY
5640,-15092,-4368,-243,-450,249,HEALTHY
5564,-15248,-4272,-142,-472,103,HEALTHY
5568,-15104,-4136,-175,-437,-61,HEALTHY
5548,-15144,-4252,-74,-413,-106,HEALTHY
5640,-14952,-4436,-184,-272,41,HEALTHY
5516,-15036,-4212,-306,-73,285,HEALTHY
5588,-15124,-4160,-338,-109,328,HEALTHY
5556,-15272,-4112,-292,-205,188,HEALTHY
5568,-15108,-4172,-343,-286,48,HEALTHY
5584,-15192,-4436,-261,-310,-95,HEALTHY
5616,-15076,-4452,-173,-267,-66,HEALTHY
5616,-15028,-4212,-217,-167,100,HEALTHY
5664,-15080,-4228,-351,-222,230,HEALTHY
5648,-14916,-4200,-466,-276,291,HEALTHY
5660,-15136,-4252,-330,-336,259,HEALTHY
5700,-15148,-4296,-213,-288,200,HEALTHY
5704,-14984,-4316,-309,-214,320,HEALTHY
5544,-15264,-4188,-482,-226,339,HEALTHY
5600,-15168,-4240,-501,-220,321,HEALTHY
5568,-15080,-4292,-396,-139,409,HEALTHY
5588,-15120,-4344,-366,-248,398,HEALTHY
5636,-15072,-4336,-223,-406,249,HEALTHY
5804,-15116,-4344,-186,-444,117,HEALTHY
5784,-15132,-4232,-251,-455,50,HEALTHY
5716,-15036,-4088,-310,-478,89,HEALTHY
5440,-14976,-4084,-271,-523,198,HEALTHY
5652,-15024,-4164,-282,-575,277,HEALTHY
5572,-15256,-4196,-292,-704,330,HEALTHY
5652,-15232,-3928,-424,-662,250,HEALTHY
5580,-15404,-4020,-542,-633,274,HEALTHY
5632,-15180,-3876,-669,-565,294,HEALTHY
5544,-15272,-4184,-663,-609,276,HEALTHY
5460,-15256,-4356,-642,-528,377,HEALTHY
5284,-15236,-4344,-644,-423,425,HEALTHY
5400,-15020,-4592,-757,-171,476,HEALTHY
5068,-15152,-4812,-960,68,401,HEALTHY
4940,-15212,-4888,-1018,27,159,HEALTHY
4988,-15312,-4644,-954,-18,-54,HEALTHY
5136,-15292,-4588,-794,-92,-194,HEALTHY
5380,-14928,-4516,-768,-187,-218,HEALTHY
5576,-14944,-4460,-882,-251,-33,HEALTHY
5728,-14848,-4496,-729,-461,-14,HEALTHY
6032,-14688,-4632,-435,-674,-106,HEALTHY
6148,-14696,-4384,-344,-781,-147,HEALTHY
6084,-14704,-4300,-397,-947,-76,HEALTHY
6108,-14576,-4232,-574,-870,196,HEALTHY
5988,-14780,-4552,-519,-623,519,HEALTHY
5824,-14960,-4588,-602,-436,900,HEALTHY
5660,-15104,-4460,-621,-419,1013,HEALTHY
5608,-14856,-4484,-605,-414,1068,HEALTHY
5404,-15076,-4776,-501,-590,793,HEALTHY
5508,-14932,-4728,-298,-822,545,HEALTHY
5464,-15024,-4580,-296,-904,481,HEALTHY
5344,-15264,-4568,-302,-859,444,HEALTHY
5444,-15320,-4316,-282,-684,495,HEALTHY
5528,-15304,-4420,-324,-493,506,HEALTHY
5448,-15148,-4480,-430,-396,460,HEALTHY
5472,-15204,-4420,-539,-193,359,HEALTHY
5448,-15148,-4616,-514,-161,315,HEALTHY
5288,-15048,-4616,-430,-257,265,HEALTHY
5272,-14848,-4792,-386,-324,367,HEALTHY
5268,-14908,-4880,-300,-443,498,HEALTHY
5416,-15028,-4716,-179,-541,516,HEALTHY
5368,-15052,-4832,-200,-764,439,HEALTHY
5392,-15024,-4664,-111,-825,436,HEALTHY
5476,-15200,-4648,-217,-794,382,HEALTHY
5492,-15240,-4652,-328,-707,370,HEALTHY
5324,-15244,-4532,-388,-568,341,HEALTHY
5508,-15196,-4712,-257,-486,52,HEALTHY
5380,-15204,-4592,-478,-324,190,HEALTHY
5064,-15224,-4568,-519,-216,135,HEALTHY
5348,-14972,-4712,-697,-88,248,HEALTHY
5104,-15124,-4616,-790,36,455,HEALTHY
5164,-15072,-4888,-701,38,458,HEALTHY
5004,-15004,-4880,-735,39,435,HEALTHY
4992,-14964,-5044,-561,-63,410,HEALTHY
5160,-15008,-4836,-353,-196,236,HEALTHY
5360,-15044,-4948,-144,-191,187,HEALTHY
5356,-15124,-4580,-253,-213,260,HEALTHY
5348,-15236,-4504,-217,-184,263,HEALTHY
5168,-15176,-4540,-245,-162,276,HEALTHY
5180,-15084,-4704,-327,-183,242,HEALTHY
5156,-15168,-4656,-432,-196,253,HEALTHY
5096,-15252,-4616,-463,-193,149,HEALTHY
5088,-15332,-4576,-546,-165,-34,HEALTHY
4896,-15304,-4728,-422,-121,-37,HEALTHY
5196,-15068,-4624,-535,18,31,HEALTHY
5248,-15028,-4596,-542,-42,151,HEALTHY
5272,-15020,-4808,-457,-172,191,HEALTHY
5472,-14964,-4832,-373,-251,90,HEALTHY
5424,-14760,-4752,-230,-211,141,HEALTHY
5388,-14840,-4784,-299,-305,184,HEALTHY
5276,-15180,-4704,-182,-398,195,HEALTHY
5472,-15024,-4648,-119,-376,170,HEALTHY
5452,-15252,-4636,-114,-318,167,HEALTHY
5516,-15108,-4604,-177,-233,155,HEALTHY
5472,-15180,-4504,-281,-159,149,HEALTHY
5440,-15096,-4568,-353,-61,187,HEALTHY
5324,-15236,-4724,-335,114,76,HEALTHY
5292,-14956,-4444,-385,244,183,HEALTHY
5180,-15192,-4408,-560,96,269,HEALTHY
5172,-15188,-4360,-346,34,217,HEALTHY
5260,-15124,-4552,-387,-8,191,HEALTHY
5340,-15148,-4860,-206,-74,60,HEALTHY
5404,-15004,-4608,-344,-121,92,HEALTHY
5376,-15104,-4376,-373,-233,45,HEALTHY
5436,-14984,-4644,-347,-264,76,HEALTHY
5328,-14968,-4456,-266,-292,148,HEALTHY
5288,-15104,-4396,-319,-414,131,HEALTHY
5512,-15164,-4772,-294,-447,142,HEALTHY
5368,-15104,-4736,-368,-292,203,HEALTHY
5204,-15008,-4600,-380,-295,211,HEALTHY
5452,-15108,-4516,-376,-386,157,HEALTHY
5576,-15116,-4624,-360,-361,148,HEALTHY
5524,-15096,-4548,-367,-282,199,HEALTHY
5556,-14924,-4668,-430,-239,289,HEALTHY
5432,-15088,-4668,-466,-302,296,HEALTHY
5452,-15140,-4692,-364,-357,264,HEALTHY
5332,-14976,-4820,-244,-338,176,HEALTHY
5336,-14992,-4556,-306,-302,146,HEALTHY
5352,-15112,-4624,-400,-352,220,HEALTHY
5372,-15132,-4644,-386,-287,205,HEALTHY
5292,-15064,-4544,-372,-223,194,HEALTHY
5228,-15264,-4660,-401,-268,109,HEALTHY
5376,-15108,-4832,-330,-263,38,HEALTHY
5356,-15028,-4752,-414,-241,78,HEALTHY
5360,-15116,-4584,-383,-225,134,HEALTHY
5424,-15076,-4632,-329,-316,94,HEALTHY
5336,-15132,-4580,-313,-284,38,HEALTHY
5420,-15112,-4480,-295,-282,15,HEALTHY
5380,-14944,-4644,-303,-232,74,HEALTHY
5428,-15200,-4500,-474,-193,231,HEALTHY
5456,-15128,-4420,-398,-141,241,HEALTHY
5312,-15096,-4596,-449,-103,290,HEALTHY
5420,-14992,-4628,-484,-126,259,HEALTHY
5420,-15216,-4704,-379,-203,146,HEALTHY
5388,-15048,-4552,-446,-289,165,HEALTHY
5444,-15096,-4472,-462,-236,231,HEALTHY
5364,-15100,-4464,-567,-153,300,HEALTHY
5436,-15064,-4720,-535,-167,233,HEALTHY
5260,-14936,-4552,-478,-193,238,HEALTHY
5348,-14996,-4520,-536,-325,164,HEALTHY
5340,-15036,-4824,-448,-277,103,HEALTHY
5432,-14776,-4716,-575,-100,161,HEALTHY
5488,-15092,-4568,-745,367,405,HEALTHY
5432,-15100,-4604,-1241,640,691,HEALTHY
5040,-15684,-4428,-1315,589,700,HEALTHY
4932,-15916,-4732,-1086,619,343,HEALTHY
4996,-15084,-5136,-767,564,-46,HEALTHY
5112,-14808,-4852,-1057,422,-173,HEALTHY
5272,-15036,-4580,-1090,352,-478,HEALTHY
5388,-14992,-4840,-934,393,-467,HEALTHY
5900,-14800,-4872,-749,451,-109,HEALTHY
5944,-14668,-4696,-828,421,169,HEALTHY
5824,-14792,-4656,-793,202,100,HEALTHY
5900,-14736,-4612,-842,322,11,HEALTHY
5428,-15068,-4840,-851,518,-42,HEALTHY
4992,-15192,-4856,-679,609,-17,HEALTHY
4780,-15044,-4772,-570,593,-42,HEALTHY
4892,-15072,-5176,-452,696,57,HEALTHY
4920,-14648,-5188,-535,845,323,HEALTHY
4832,-14820,-5196,-519,755,391,HEALTHY
5156,-14996,-4984,-90,189,27,HEALTHY
5436,-14956,-5208,243,-55,-533,HEALTHY
5648,-14936,-5380,410,155,-683,HEALTHY
5528,-15276,-5140,482,233,-893,HEALTHY
5648,-14884,-5224,449,293,-1010,HEALTHY
5664,-15000,-4944,335,744,-918,HEALTHY
5852,-14824,-4776,238,961,-871,HEALTHY
6180,-14772,-4336,82,1086,-705,HEALTHY
5896,-15320,-4244,140,1017,-760,HEALTHY
6232,-15244,-4376,296,1031,-988,HEALTHY
5952,-15268,-4040,337,1144,-991,HEALTHY
5652,-15120,-4260,460,819,-1123,HEALTHY
5996,-14844,-4432,297,979,-1026,HEALTHY
5844,-14744,-4428,53,1202,-704,HEALTHY
5692,-14792,-4212,-105,1198,-498,HEALTHY
5888,-14896,-4376,-122,952,-376,HEALTHY
5844,-15048,-4452,174,538,-611,HEALTHY
6112,-14868,-4336,364,143,-875,HEALTHY
6064,-15028,-4104,299,21,-1068,HEALTHY
6072,-15124,-3768,118,176,-1260,HEALTHY
6132,-15108,-3864,130,-13,-1493,HEALTHY
6428,-15144,-3944,213,-38,-1560,HEALTHY
6564,-14728,-3920,29,144,-1381,HEALTHY
6960,-14784,-3720,-148,400,-1186,HEALTHY
6860,-14772,-3844,-290,667,-1103,HEALTHY
6864,-14812,-3956,-184,527,-1108,HEALTHY
6560,-14780,-4000,-76,305,-1027,HEALTHY
6472,-14720,-4212,-84,208,-969,HEALTHY
7132,-14420,-4180,-104,245,-845,HEALTHY
7160,-14372,-3888,-364,239,-587,HEALTHY
7268,-14508,-3960,-510,183,-477,HEALTHY
7132,-14584,-3944,-473,352,102,HEALTHY
6896,-14512,-3780,-490,467,864,HEALTHY
6468,-14392,-3700,-703,147,1393,HEALTHY
6072,-14964,-4024,-873,-229,1659,HEALTHY
6228,-15028,-4584,-1144,-842,1315,HEALTHY
6384,-14676,-4812,-1335,-726,1049,HEALTHY
6180,-14088,-4796,-1752,-449,1219,HEALTHY
6052,-14088,-5132,-2186,-147,1325,HEALTHY
6648,-14808,-4752,-2717,-271,1447,HEALTHY
7516,-14688,-4872,-2090,-536,1320,HEALTHY
7616,-14088,-4600,-1917,-395,1129,HEALTHY
7168,-14696,-4728,-1669,-555,829,HEALTHY
6768,-14896,-4544,-891,-879,234,HEALTHY
6520,-14892,-4160,-39,-1087,-104,HEALTHY
7396,-14508,-4512,368,-954,28,HEALTHY
7688,-14468,-5044,281,169,217,HEALTHY
6596,-13972,-4960,386,822,830,HEALTHY
5848,-15580,-3644,-299,-41,38,HEALTHY
6696,-15564,-3024,483,-1725,-1044,HEALTHY
8000,-14520,-3520,281,-1593,-786,HEALTHY
8276,-14280,-3796,-438,-602,-66,HEALTHY
7820,-14172,-3604,-1347,110,623,HEALTHY
7392,-14476,-3388,-1592,68,1088,HEALTHY
7420,-14780,-4028,-1617,-74,978,HEALTHY
7404,-14752,-4140,-1340,144,889,HEALTHY
7192,-14680,-4380,-1421,752,1104,HEALTHY
6564,-14848,-4384,-1326,917,1133,HEALTHY
6548,-14608,-4620,-1505,767,883,HEALTHY
6488,-14664,-4892,-1641,646,850,HEALTHY
6408,-14832,-4752,-1411,576,578,HEALTHY
6424,-14752,-4692,-1001,190,349,HEALTHY
6332,-14572,-4820,-838,-99,174,HEALTHY
6212,-14684,-4828,-882,-262,49,HEALTHY
6160,-14828,-4824,-764,-304,-23,HEALTHY
5820,-14904,-4828,-559,-326,-108,HEALTHY
5888,-14844,-4820,-622,-298,-97,HEALTHY
5880,-14764,-4932,-608,-308,117,HEALTHY
6040,-14692,-4944,-819,-288,424,HEALTHY
6392,-14724,-5084,-940,-115,589,HEALTHY
6492,-14444,-4972,-883,133,714,HEALTHY
6432,-14464,-4724,-681,52,695,HEALTHY
6488,-14540,-4844,-658,-251,488,HEALTHY
6700,-14472,-4976,-652,-257,443,HEALTHY
6484,-14636,-5116,-414,-248,414,HEALTHY
6700,-14484,-4880,-191,-315,350,HEALTHY
6700,-14224,-5004,-376,-221,428,HEALTHY
6884,-14340,-5224,-579,-67,637,HEALTHY
6756,-14340,-5116,-835,299,813,HEALTHY
6624,-14492,-5092,-687,283,754,HEALTHY
6692,-14316,-5088,-676,346,779,HEALTHY
6788,-14456,-5184,-556,352,911,HEALTHY
6588,-14304,-5092,-524,259,1021,HEALTHY
6472,-14516,-5052,-590,96,1153,HEALTHY
6196,-14684,-5084,-532,0,1091,HEALTHY
5944,-14464,-5056,-414,-137,965,HEALTHY
5796,-14368,-5248,-245,-236,829,HEALTHY
5808,-14152,-5468,-28,-253,712,HEALTHY
6092,-14432,-5384,69,-187,627,HEALTHY
6584,-14356,-5380,116,-114,682,HEALTHY
6716,-14668,-4896,-37,-139,601,HEALTHY
6796,-14792,-4908,58,-286,518,HEALTHY
6700,-14704,-4488,249,-335,436,HEALTHY
6748,-14872,-4588,511,-395,178,HEALTHY
6992,-14868,-4788,1062,-389,-83,HEALTHY
6960,-14632,-4520,1113,-229,41,HEALTHY
6748,-14680,-4088,895,-139,265,HEALTHY
6836,-14756,-4148,642,14,648,HEALTHY
6532,-14920,-4068,301,386,1044,HEALTHY
6020,-14972,-4216,320,496,1037,HEALTHY
6072,-14924,-4668,542,583,951,HEALTHY
5984,-15084,-4956,843,824,783,HEALTHY
6008,-14924,-4784,850,1185,703,HEALTHY
5632,-15224,-4372,1140,1313,577,HEALTHY
5512,-14976,-4156,1227,798,332,HEALTHY
5556,-15136,-4268,1028,409,201,HEALTHY
5612,-15228,-3936,1228,129,200,HEALTHY
5612,-15416,-3972,1582,-145,-199,HEALTHY
5828,-15304,-3880,1859,-464,-594,HEALTHY
5860,-15012,-3872,1718,-536,-546,HEALTHY
5912,-14948,-3776,1212,-381,-327,HEALTHY
5748,-15012,-3920,938,-340,-128,HEALTHY
5784,-15020,-3708,687,-340,-71,HEALTHY
5688,-15264,-3716,521,-558,-59,HEALTHY
5864,-15428,-3776,487,-592,-122,HEALTHY
5852,-15388,-3628,501,-626,-146,HEALTHY
